"","V1","V2","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"613","0",-0.07854,1.16365,0.96082,-0.31685,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987
"615","0",0.49788,1.16365,0.96082,-0.31685,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247
"616","0",1.09449,-0.61113,-0.57009,-0.31685,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247
"618","0",-0.07854,0.45468,0.96082,-0.31685,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987
"622","0",0.49788,1.16365,0.96082,-0.31685,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858
"623","0",1.09449,1.16365,0.96082,-0.31685,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593
"624","0",0.49788,1.98437,0.96082,-0.31685,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575
"625","0",0.49788,-0.05921,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858
"628","0",-0.07854,1.98437,0.96082,-0.31685,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858
"629","0",1.09449,1.98437,0.96082,-0.22166,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848
"630","0",0.49788,1.98437,0.96082,-0.31685,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848
"631","0",-0.95197,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593
"632","0",-0.95197,0.45468,0.96082,-0.31685,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848
"633","0",-0.07854,1.16365,0.96082,-0.31685,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987
"636","0",1.09449,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575
"637","0",0.49788,-0.05921,0.24923,-0.31685,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084
"638","0",-0.95197,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987
"642","0",-0.07854,1.16365,0.96082,-1.10702,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148
"645","0",-0.95197,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593
"648","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084
"649","0",1.09449,1.16365,0.96082,-0.31685,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148
"653","0",0.49788,-1.7379,0.96082,-0.31685,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637
"659","0",-0.07854,1.16365,0.96082,-1.10702,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858
"660","0",-0.95197,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637
"661","0",-0.07854,0.45468,0.96082,-0.31685,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084
"662","0",-0.07854,1.98437,0.96082,-0.31685,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593
"664","0",-0.07854,1.98437,0.96082,-0.31685,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575
"672","0",-0.95197,-0.61113,0.96082,-0.31685,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987
"673","0",-0.95197,1.16365,0.96082,-0.50212,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654
"678","0",-0.95197,-0.61113,0.96082,-0.31685,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247
"682","0",0.49788,0.45468,0.96082,-0.31685,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593
"683","0",0.49788,-0.05921,0.96082,-0.31685,0.91093,-0.69509,1.24033,-1.21213,-1.5184,1.29221,1.92173
"685","0",-0.95197,-0.61113,0.24923,-0.31685,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247
"686","0",1.09449,-2.43591,-0.09765,-0.31685,-0.92104,0.63779,-0.97631,0.94156,0.25953,-1.37983,-2.07848
"688","0",1.82213,1.16365,0.96082,-0.31685,0.82562,-0.69509,-0.45174,-0.01729,-0.14277,1.86203,0.40148
"690","0",-0.07854,0.45468,0.96082,-0.31685,-0.14882,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593
"691","0",1.09449,1.16365,0.96082,-0.31685,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,-0.71126,-0.84637
"694","0",0.49788,1.16365,0.96082,-0.31685,-0.14882,-0.43999,-0.01928,1.2861,1.81175,-0.71126,-1.18084
"696","0",1.09449,0.45468,0.24923,0.1144,-1.69163,-0.30033,1.06238,1.61108,-0.00665,-0.71126,0.07987
"701","0",0.49788,0.45468,0.96082,-0.31685,-0.34799,0.63779,0.58331,-0.30172,-0.00665,0.88113,0.7654
"705","0",-0.95197,0.45468,0.96082,-0.31685,-0.14882,-0.94779,-1.42424,-0.45321,0.25953,0.52975,-0.84637
"711","0",-0.07854,1.16365,0.96082,-0.31685,0.52135,0.32197,0.7233,0.13136,1.13407,-0.21712,-0.52593
"720","0",0.49788,-0.05921,0.96082,-0.31685,1.60383,-0.69509,0.29338,0.76096,0.12331,-0.71126,-0.84637
"722","0",-0.07854,0.45468,0.96082,-0.31685,-0.92104,1.45421,0.29338,0.94156,0.58489,0.19268,-0.52593
"723","0",0.49788,-0.61113,0.96082,-0.31685,1.13281,-0.57545,0.7233,0.76096,-0.40581,0.19268,-0.21575
"724","0",-0.07854,1.16365,0.96082,-0.31685,0.31287,0.63779,0.7233,1.61108,0.25953,-0.21712,1.92173
"726","0",-0.07854,1.16365,0.96082,-0.22166,0.31287,0.63779,-0.58331,0.13136,-0.14277,0.19268,-0.21575
"729","0",0.49788,0.45468,0.96082,-0.31685,0.73545,0.00332,-0.97631,-0.01729,-0.00665,-0.21712,-1.18084
"731","0",-0.95197,0.45468,0.96082,-0.31685,1.23461,0.63779,0.7233,-0.15487,-0.00665,-0.71126,-0.21575
"737","0",-0.95197,-1.22751,-0.28519,-0.31685,1.23461,0.16767,1.43533,1.2861,0.58489,-0.71126,0.40148
"740","0",1.09449,1.16365,0.96082,-0.31685,0.82562,-0.30033,0.29338,0.76096,1.63088,0.52975,0.40148
"741","0",0.49788,0.45468,0.96082,-0.31685,0.62967,0.16767,-0.71727,-0.91699,-0.89891,-1.37983,-1.18084
"744","0",-0.07854,-1.7379,0.96082,-0.31685,0.73545,0.32197,-1.11902,0.43852,-0.40581,-0.71126,-0.21575
"745","0",-0.07854,1.16365,0.96082,-0.31685,-0.05188,0.47617,0.44585,0.28783,0.41594,-0.71126,-0.21575
"746","0",0.49788,-1.7379,0.96082,-0.31685,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,0.19268,-0.21575
"747","0",0.49788,1.98437,0.96082,-0.31685,-1.69163,0.96248,-0.97631,1.61108,2.04506,-0.21712,-0.52593
"749","0",-0.07854,-0.05921,0.96082,-0.31685,-2.3436,1.45421,-1.82919,1.11406,1.30612,-0.21712,-0.84637
"751","0",-0.07854,1.16365,0.96082,-0.31685,0.41667,1.11406,-0.58331,1.2861,0.41594,0.19268,0.40148
"754","0",-0.95197,1.16365,0.96082,0.126,0.62967,0.32197,-0.58331,0.13136,0.7583,-0.21712,-0.21575
"755","0",-0.95197,-0.61113,0.21128,-0.31685,2.28554,-0.43999,-0.17779,0.76096,-2.18109,1.29221,0.40148
"760","0",-0.07854,0.45468,-0.09765,-0.31685,-1.32828,0.80523,1.43533,1.11406,0.12331,-0.21712,0.40148
"761","0",-0.95197,0.45468,0.96082,-0.31685,1.13281,0.80523,0.58331,0.94156,-1.5184,0.88113,-0.84637
"766","0",-0.95197,-0.05921,-0.57009,0.1144,-0.34799,0.63779,0.14143,-0.30172,0.7583,1.29221,-0.52593
"769","0",-0.95197,1.16365,0.96082,-0.50212,0.52135,-1.37639,-1.82919,0.94156,0.25953,0.52975,-0.84637
"773","0",-0.95197,-0.61113,-0.28519,-0.31685,-1.69163,0.47617,0.88309,-0.30172,-1.78169,0.19268,0.40148
"781","0",-0.95197,-0.61113,-0.57009,-0.31685,0.82562,-0.43999,0.88309,0.43852,-0.52745,0.52975,1.2247
"782","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.24649,0.47617,0.88309,-0.01729,1.13407,-0.21712,1.2247
"795","0",-0.95197,0.45468,0.96082,-0.31685,-0.58016,0.80523,0.44585,0.59042,1.30612,-0.71126,0.7654
"796","0",-0.07854,-0.61113,-0.57009,-0.31685,0.13606,1.11406,0.7233,-0.30172,0.7583,-0.21712,1.2247
"806","0",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,0.80523,1.06238,-1.07533,-0.52745,0.88113,1.2247
"817","0",-0.07854,1.16365,0.96082,-0.31685,1.60383,-0.80615,-0.01928,-0.30172,-1.13788,0.19268,0.40148
"819","0",-0.95197,0.45468,-0.57009,-0.31685,-0.34799,0.32197,-0.17779,-0.15487,0.12331,0.88113,1.2247
"827","0",-0.07854,1.98437,-0.09765,-0.31685,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654
"831","0",-0.07854,1.16365,-0.57009,-0.31685,0.13606,-0.94779,1.43533,0.13136,0.58489,0.52975,1.92173
"832","0",1.09449,1.98437,-0.57009,-0.31685,0.04257,0.16767,-0.01928,-0.76096,-0.78155,0.88113,0.7654
"833","0",-0.07854,1.16365,-0.57009,-0.31685,0.82562,-0.69509,-0.01928,-0.30172,0.58489,-0.21712,-0.84637
"843","0",-0.95197,-0.61113,-0.57009,-0.31685,0.31287,0.80523,1.06238,1.11406,-0.52745,0.19268,0.40148
"845","0",-0.95197,-0.05921,0.24923,-0.31685,0.52135,-0.43999,-1.55521,1.11406,-0.65253,0.19268,-0.52593
"853","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.34799,0.16767,-0.01928,-0.15487,-1.0145,1.29221,0.7654
"864","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.14882,1.11406,-0.58331,-0.60633,-0.78155,0.88113,0.07987
"866","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.05188,1.2861,1.43533,0.76096,2.04506,0.52975,1.2247
"867","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.32828,0.32197,0.7233,0.94156,1.63088,-0.71126,0.40148
"871","0",-0.07854,1.16365,-0.57009,-0.31685,-0.67825,-0.43999,-0.01928,0.59042,-0.27607,-0.71126,-0.84637
"872","0",-0.95197,-0.61113,0.96082,-0.31685,1.49158,-1.7625,0.14143,-0.76096,-2.42317,-0.71126,-2.07848
"873","0",-0.07854,1.16365,-0.57009,-0.31685,0.22393,-1.09207,-0.58331,0.28783,-1.0145,0.52975,-0.21575
"874","0",-0.95197,-0.61113,-0.57009,0.1144,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173
"877","0",-0.95197,0.45468,-0.57009,-0.31685,-0.58016,1.45421,0.88309,-0.01729,0.12331,0.88113,0.40148
"887","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.05308,1.45421,1.65653,1.81866,-0.78155,0.19268,-0.52593
"888","0",-0.95197,-0.61113,-0.57009,-0.31685,0.41667,0.80523,1.24033,1.11406,0.58489,-0.71126,0.07987
"895","0",-0.95197,-0.05921,0.96082,-0.31685,-1.86962,-0.30033,0.14143,0.13136,-0.65253,-0.71126,0.07987
"898","0",-0.95197,-0.61113,-0.57009,-0.31685,1.8399,-0.94779,-0.97631,-0.91699,-1.0145,2.90161,1.92173
"903","0",0.49788,0.45468,-0.57009,-0.31685,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637
"909","0",-0.07854,-0.61113,-0.57009,0.1144,1.37297,0.47617,1.06238,-0.91699,-1.78169,1.86203,1.2247
"913","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.1943,2.32338,1.24033,0.94156,0.93949,0.19268,0.7654
"914","0",-0.07854,-1.43719,-0.57009,-0.31685,2.28554,-2.5383,-0.58331,-2.21844,-3.15735,1.86203,1.2247
"917","0",-0.95197,-0.61113,-0.57009,-0.31685,1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247
"928","0",-0.95197,-0.61113,0.96082,0.1144,-0.24649,0.96248,0.7233,0.28783,-0.27607,0.52975,0.07987
"932","0",-0.95197,0.45468,0.96082,-0.31685,-0.24649,0.00332,1.06238,0.59042,2.04506,-0.71126,-0.52593
"934","0",-0.95197,-0.61113,-0.57009,-0.31685,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654
"937","0",-0.95197,0.45468,0.96082,-0.31685,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148
"939","0",-0.07854,-1.22751,-0.28519,-0.31685,0.91093,1.2861,1.06238,-0.76096,1.46191,0.19268,0.40148
"943","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858
"946","0",-0.07854,-1.22751,0.24923,-0.31685,0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848
"949","0",-0.95197,-0.61113,-0.57009,-0.31685,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173
"951","0",-0.07854,0.45468,0.96082,-0.31685,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654
"957","0",-0.95197,0.45468,-0.28519,-0.31685,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593
"963","0",-0.07854,1.16365,-0.57009,-0.31685,-1.1943,0.00332,0.7233,0.43852,-0.27607,0.19268,0.40148
"965","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593
"966","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.24649,0.16767,1.88511,1.45039,-0.40581,1.29221,1.2247
"969","0",0.49788,0.45468,0.24923,-0.31685,0.22393,0.00332,-0.17779,-0.60633,-0.52745,0.88113,0.7654
"976","0",0.49788,1.16365,0.96082,-0.31685,-0.58016,1.45421,-1.27553,1.61108,-0.40581,1.29221,1.2247
"977","0",1.09449,-0.61113,-0.57009,-0.31685,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575
"978","0",-0.07854,1.98437,-0.57009,-0.50212,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637
"996","0",-0.07854,1.98437,-0.57009,-0.31685,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593
"1000","0",1.09449,-0.61113,-0.28519,-0.31685,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084
"1004","0",-0.95197,-1.22751,-0.57009,-0.31685,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593
"1007","0",-0.95197,-1.22751,0.96082,-0.31685,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148
"1009","0",-0.95197,-0.61113,-0.57009,-0.31685,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173
"1016","0",-0.95197,-1.22751,0.96082,-0.31685,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848
"1020","0",-0.95197,-0.61113,0.96082,-0.31685,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637
"1023","0",-0.95197,-1.22751,-0.57009,0.1144,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987
"1024","0",-0.95197,0.45468,-0.57009,-0.31685,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593
"1027","0",-0.95197,1.16365,-0.57009,-0.31685,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173
"1028","0",-0.95197,0.45468,0.96082,-0.31685,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148
"1032","0",-0.95197,-0.61113,0.96082,-0.31685,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173
"1036","0",0.49788,1.16365,-0.57009,-0.31685,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848
"1037","0",-0.95197,-0.61113,-0.57009,-0.31685,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247
"1039","0",0.49788,1.16365,0.96082,-0.31685,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148
"1042","0",-0.07854,1.16365,0.96082,-0.31685,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593
"1048","0",-0.95197,-0.61113,-0.57009,-0.31685,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654
"1052","0",-0.95197,-0.61113,-0.57009,-0.31685,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575
"1054","0",-0.07854,-0.61113,-0.57009,-0.31685,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084
"1055","0",0.49788,-1.22751,-0.57009,-0.31685,0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148
"1059","0",-0.95197,-1.22751,-0.57009,0.1144,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987
"1060","0",-0.95197,0.45468,-0.57009,1.90725,1.23461,1.93886,1.65653,-0.15487,-0.52745,1.29221,1.2247
"1064","0",0.49788,-1.43719,0.24923,-0.31685,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858
"1067","0",-0.07854,1.98437,0.96082,-0.31685,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575
"1068","0",-0.07854,1.16365,-0.28519,-0.22166,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084
"1071","0",-0.95197,1.16365,0.96082,-0.31685,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858
"1072","0",0.49788,1.98437,0.96082,-0.31685,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858
"1075","0",0.49788,-0.05921,0.24923,-0.31685,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084
"1076","0",-0.07854,0.45468,-0.57009,-0.31685,1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173
"1078","0",0.49788,-0.05921,0.96082,-0.31685,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084
"1079","0",-0.07854,1.16365,0.96082,0.1144,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654
"1080","0",-0.95197,1.16365,0.96082,-0.31685,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575
"1082","0",-0.95197,1.16365,0.96082,-0.31685,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637
"1083","0",-0.95197,0.45468,0.96082,-0.31685,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575
"1084","0",-0.95197,1.16365,0.96082,-0.31685,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148
"1086","0",-0.95197,1.16365,-0.28519,-0.31685,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593
"1087","0",-0.95197,1.16365,0.96082,-0.31685,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593
"1088","0",-0.07854,1.16365,-0.57009,-0.31685,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637
"1089","0",-0.07854,0.45468,0.96082,-0.31685,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654
"1090","0",-0.95197,1.16365,0.96082,-0.31685,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148
"1091","0",1.09449,-1.7379,0.96082,-0.31685,-0.46725,0.63779,-1.11902,1.11406,0.12331,0.19268,-0.52593
"1093","0",-0.07854,0.45468,-0.09765,-0.31685,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148
"1098","0",-0.95197,-0.61113,-0.57009,-0.31685,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575
"1099","0",-0.95197,1.16365,0.96082,-0.31685,-1.32828,1.2861,0.29338,0.43852,0.58489,-0.21712,0.40148
"1101","0",-0.95197,0.45468,-0.57009,-0.31685,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593
"1102","0",-0.95197,1.16365,-0.28519,-0.31685,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247
"1103","0",-0.95197,-1.22751,-0.57009,-0.31685,-1.05308,0.32197,1.88511,-0.91699,-1.78169,0.19268,0.7654
"1105","0",-0.07854,1.98437,0.96082,-0.31685,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987
"1110","0",-0.95197,-0.61113,-0.57009,-0.31685,0.22393,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084
"1117","0",-0.07854,0.45468,-0.57009,-0.31685,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173
"1135","0",-0.07854,1.98437,0.96082,-0.31685,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637
"1136","0",-0.07854,0.45468,-0.28519,-0.31685,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637
"1139","0",-0.07854,0.45468,-0.09765,-0.31685,1.60383,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247
"1141","0",-0.95197,-0.61113,-0.57009,-0.31685,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21712,1.2247
"1151","0",1.82213,1.16365,-0.57009,0.1144,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173
"1153","0",-0.95197,1.16365,0.96082,-0.31685,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654
"1155","0",-0.95197,-0.61113,0.96082,-0.31685,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593
"1158","0",-0.07854,0.45468,0.24923,-0.31685,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247
"1161","0",-0.07854,1.98437,0.96082,-0.31685,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593
"1171","0",-0.95197,-0.61113,-0.57009,-0.31685,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987
"1176","0",-0.07854,-0.61113,-0.57009,-0.31685,-0.46725,0.32197,0.14143,1.61108,0.12331,1.29221,0.40148
"1181","0",-0.07854,-0.05921,-0.09765,-0.31685,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987
"1186","0",-0.07854,0.45468,0.96082,-0.31685,1.23461,-0.30033,0.88309,0.43852,-0.00665,0.19268,0.07987
"1190","0",-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.63779,0.44585,0.13136,-2.57309,1.86203,1.2247
"1199","0",-0.07854,0.45468,-0.28519,-0.31685,0.13606,-1.6334,0.44585,0.94156,-1.64101,-0.21712,-0.84637
"1204","0",-0.95197,-1.22751,0.96082,-0.31685,-1.05308,-0.57545,-0.01928,-2.07848,-1.38502,1.29221,0.40148
"1211","0",-0.95197,-0.61113,0.24923,-0.31685,0.91093,0.16767,0.58331,-0.15487,-2.04506,-1.37983,0.40148
"1213","0",0.49788,-0.05921,0.96082,-0.31685,0.73545,0.47617,-1.42424,-0.91699,0.12331,1.29221,0.7654
"1217","0",-0.07854,1.16365,-0.57009,-0.31685,0.31287,1.2861,-0.17779,-0.76096,-1.0145,0.19268,-0.52593
"1218","0",-0.95197,-0.61113,-0.28519,-0.31685,-1.32828,0.16767,0.7233,-1.21213,-1.5184,-0.71126,0.7654
"1220","0",-0.95197,-1.22751,-0.57009,-0.31685,1.02119,-0.30033,0.14143,-1.47955,-0.65253,0.88113,1.2247
"1223","0",-0.95197,-0.61113,-0.57009,-0.31685,0.91093,-0.30033,-0.01928,-0.01729,-0.40581,-0.21712,-0.21575
"1225","0",-0.07854,0.45468,-0.57009,-0.31685,0.52135,0.63779,1.24033,-0.15487,-1.38502,0.52975,-0.21575
"1228","0",-0.95197,-1.22751,-0.57009,-0.31685,0.13606,0.16767,1.06238,-0.45321,-0.14277,0.19268,0.07987
"1229","0",-0.95197,0.45468,-0.28519,0.1144,1.02119,-1.23177,1.06238,-2.07848,-0.52745,1.29221,1.2247
"1230","0",-0.95197,-0.61113,-0.28519,-0.31685,1.60383,-0.43999,0.44585,0.59042,0.41594,0.19268,0.07987
"1234","0",1.09449,1.16365,0.96082,-0.31685,-1.69163,0.80523,1.24033,0.59042,-0.00665,-0.21712,-1.54858
"1237","0",-0.95197,0.45468,0.96082,-0.31685,-0.05188,0.16767,0.44585,-1.34289,0.41594,0.52975,0.7654
"1238","0",1.09449,-0.61113,0.96082,-0.31685,0.41667,0.00332,0.29338,0.59042,-0.00665,0.52975,-0.52593
"1239","0",0.49788,0.45468,0.96082,-0.31685,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,-0.21712,-0.52593
"1240","0",-0.07854,0.45468,0.96082,-0.31685,-1.32828,0.80523,-1.27553,-1.07533,-0.14277,-0.21712,0.40148
"1241","0",1.09449,0.45468,0.96082,-0.31685,-0.92104,-1.92173,-1.42424,1.45039,0.93949,-1.37983,-0.52593
"1242","0",-0.07854,0.45468,0.96082,-0.31685,0.52135,0.00332,-0.97631,0.13136,-1.38502,-0.71126,-0.52593
"1243","0",1.09449,0.45468,0.96082,-0.31685,-1.32828,1.74091,-0.01928,0.13136,2.04506,-1.37983,-0.84637
"1244","0",1.09449,-0.05921,0.96082,-0.31685,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,-1.37983,-1.54858
"1246","0",1.09449,-0.05921,0.96082,-0.31685,-0.58016,-0.30033,-0.31776,1.2861,0.58489,-1.37983,-0.21575
"1247","0",1.09449,1.16365,0.96082,-0.31685,-0.46725,-0.15487,1.43533,-0.01729,0.93949,1.86203,0.7654
"1248","0",0.49788,1.16365,0.96082,-0.31685,-0.92104,-0.15487,0.44585,-0.45321,1.13407,-0.71126,-0.52593
"1249","0",1.09449,1.98437,0.96082,0.126,0.73545,-0.15487,1.24033,-0.45321,0.7583,0.52975,0.7654
"1250","0",0.49788,-1.43719,0.96082,-0.31685,0.31287,-1.6334,-1.97495,-1.07533,-1.38502,-1.37983,-2.07848
"1251","0",0.49788,0.45468,0.96082,-0.31685,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084
"1252","0",-0.07854,0.45468,0.96082,0.1144,0.04257,-0.80615,-0.31776,-0.45321,-0.65253,-0.21712,-0.21575
"1253","0",1.09449,0.45468,0.96082,-0.31685,1.37297,-0.69509,0.29338,1.45039,0.12331,-1.37983,-0.52593
"1254","0",0.49788,0.45468,0.96082,-0.31685,-1.05308,-0.57545,-0.01928,-1.34289,0.58489,0.88113,0.40148
"1255","0",-0.07854,1.16365,0.96082,-0.31685,1.49158,-1.23177,-0.71727,-0.91699,-0.00665,-0.71126,-0.52593
"1256","0",-0.07854,1.98437,0.96082,-0.31685,-0.92104,0.80523,-0.58331,-0.60633,-0.00665,-1.37983,-0.84637
"1257","0",1.09449,1.16365,0.96082,-0.31685,-0.34799,-0.80615,-0.45174,-1.21213,-0.14277,1.86203,0.40148
